totX_beforeMat,totX_beforeMat_err,totX_afterMat,totX_afterMat_err,matchingEff,matchingEff_err,filterEff(weights),filterEff(weights)_err,filterEff(event),filterEff(event)_err,totX_final,totX_final_err,negWeightFrac,negWeightFrac_err,equivLumi,equivLumi_err
5.905e+02,7.483e-02,6.981e+01,6.544e-01,0.1,0.0,1.000e+00,0.000e+00,1.000e+00,0.000e+00,6.981e+01,6.544e-01,0.000e+00,0.000e+00,1.432e+01,1.350e-01
